Gene	Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Mp1g00070		152.670779594456	-0.518213158228026	0.219798830953622	-2.35767022044521	0.0183900219123713	0.0630755199727998
Mp1g00080		3669.15936558154	-0.34691828303288	0.0623093727000843	-5.56767413953457	2.58162029464222e-08	4.73338080959253e-07
Mp1g00090	[MpATG14]: Autophagy protein	308.266855107986	0.332014326998804	0.0871780063533172	3.80846432359566	0.000139832516182933	0.0010381484538813
Mp1g00100	[MpRRT2]: RG-I rhamnosyltransferases	529.230629910325	-0.0264092420918218	0.0812483860406771	-0.325043282442558	0.745148314054563	0.869155535683687
Mp1g00110		205.07220120117	-0.286938134058337	0.107276801708554	-2.6747454201504	0.0074786016114385	0.0303674794742195
Mp1g00120		325.705873466298	-0.127736068750102	0.087561156630292	-1.4588211675805	0.14461433496171	0.303594756622619
Mp1g00140		1404.81285702712	-0.152211001218421	0.0474461703339435	-3.20807770463041	0.00133625389689336	0.00724809368685138
Mp1g00160		488.279807252572	-0.0354138315075248	0.0896781725898552	-0.394899120764767	0.692917338897326	0.83940944332914
Mp1g00170		194.971151871475	0.246972192610594	0.11670147743207	2.11627305879099	0.0343215907083308	0.103930911390995
Mp1g00180		75.646395319771	-0.911137768458869	0.231775040276353	-3.93112980315952	8.45476063107523e-05	0.000672142546707133
Mp1g00190	[MpCE8.1]: Cell wall related protein	490.036869645168	-0.295188022159257	0.0867175488406574	-3.4040171350053	0.000664025877697628	0.00400576865749906
Mp1g00210	[MpRLK-Pelle_SD-2b]: Receptor-like Kinase (RLK)	701.707180570296	-0.108573223396822	0.103968732661694	-1.04428726423078	0.29635250342932	0.499210530032111
Mp1g00220		566.254026838823	-0.115083750639944	0.0664039733422512	-1.7330853087178	0.0830805071783361	0.203054884322266
Mp1g00230		1366.51314478534	-0.0965980873692667	0.0508057263405712	-1.90132282966945	0.0572597405641593	0.153133968897507
Mp1g00240		24.1256824336325	0.61436643458199	0.38873717808781	1.58041594478832	0.114011642422151	0.255475760434079
Mp1g00250		2486.53857465545	-0.160129916816039	0.0491911382288467	-3.25525943455675	0.00113288826824771	0.00631649881495272
Mp1g00270	[MpLOG]: Hormone related protein, cytokinin related protein, cytokinin related protein biosynthesis	285.614018838252	-0.753887615936526	0.150164609025947	-5.02040807635481	5.15618217629692e-07	7.0819241444621e-06
Mp1g00280		0.947510403243558	-1.90108269382459	1.63133175351049	-1.16535627393608	0.243874809089115	0.438211212267009
Mp1g00290		129.553213847107	-0.138168273928491	0.127084775144055	-1.08721342719356	0.276942498121341	0.47797671363184
Mp1g00300		2.70384590611135	-0.0321710444148861	1.22457599363915	-0.0262711702515754	0.979041049778206	0.994557780409308
Mp1g00310		70.6996129547817	0.522960455847412	0.211931711029359	2.46758945750675	0.0136026227902216	0.0494678833054324
Mp1g00320	[MpACOS14]: Acyl-CoA synthase, Secondary metabolism enzyme	503.244902683784	0.528281527161846	0.0952379027463692	5.54696724652503	2.90667165901995e-08	5.25421035613442e-07
Mp1g00330		93.0471300412202	-0.113536374954369	0.25701888701962	-0.441743314162363	0.658674962353452	0.816470342134017
Mp1g00340	[MpDRMa]: DOMAINS REARRANGED METHYLASE, DNA (cytosine-5-)-methyltransferase	388.899174728191	-0.0350782236689239	0.128019026810784	-0.274007891973515	0.784078556771317	0.891574390554016
Mp1g00360		444.128197668648	-0.071550348173927	0.159322973071797	-0.449089963577842	0.653366760196928	0.812556698259201
Mp1g00370		396.470862078758	0.218935981928195	0.0738353558173113	2.96519166874338	0.00302494400760885	0.0145006898314263
Mp1g00380		786.562911151956	0.0691709469593592	0.128421768881468	0.538623222229585	0.590146860685729	0.766483380439764
Mp1g00390		3.56875445691882	0.104571842399099	0.69402667782536	0.150674096169848	0.88023280817483	0.945376058657643
Mp1g00400		649.623965807154	0.161847615341328	0.0591661021389713	2.73547875371569	0.00622896072993884	0.0261375076128339
Mp1g00410		101.344909049537	-0.0442874003645598	0.180028227287063	-0.246002535446519	0.805680269803559	0.904589416129344
Mp1g00420		453.197682066414	-0.315556702808915	0.0967316915702654	-3.26218530541975	0.00110556848201688	0.00617985463621573
Mp1g00430		281.126362978653	0.0103381676737948	0.084656121624588	0.12211955231826	0.902804337262351	0.957187891660814
Mp1g00440		410.685503840291	0.626970615225881	0.116562488424349	5.3788369114374	7.49685813305856e-08	1.22393498368528e-06
Mp1g00460		1.88569731672995	-1.40071917995238	2.08487506012615	-0.671848019452846	0.50168045501921	0.692884758445009
Mp1g00470		3.88188938791505	2.08395112817504	1.23503919437918	1.68735626987335	0.0915348671358362	0.21840869569576
Mp1g00480	[MpFLV3]: flavodiiron proteins	1219.95247556864	-0.12461804223756	0.0851062889575412	-1.46426361393494	0.143121934865537	0.301430000552651
Mp1g00490	[MpCYP710A16]: Cytochrome P450, Secondary metabolism enzyme, sterol biosynthesis	1124.59227854162	0.0190273271843992	0.124564112185814	0.152751276836589	0.87859442214736	0.94453966006659
Mp1g00510	[MpLSD]: transcription factor, LSD	131.597126653534	0.332550455559437	0.137513640002248	2.41830887142541	0.0155928347528402	0.0551286088262333
Mp1g00530	[MpC3H1]: transcription factor, C3H	360.359181726109	-0.268040196845838	0.0860796536125465	-3.11386240065875	0.00184655583949158	0.00947483938589024
Mp1g00540		826.012115510126	-0.199128938485145	0.0724952607037253	-2.74678560435761	0.00601824613102344	0.0254967447627468
Mp1g00550		318.262418329275	0.390800768899253	0.0845379765998818	4.62278356565018	3.78624711540219e-06	4.29526839057758e-05
Mp1g00560		512.120427986863	0.178713948328959	0.134625960431167	1.32748503896716	0.18434828573878	0.361097950473654
Mp1g00570		900.318402640192	-0.0510958887341995	0.0816984990245533	-0.625420164926694	0.531695330851921	0.719355257211531
Mp1g00600		81.1716858486209	-0.522740788348386	0.261769666295306	-1.99694943935435	0.0458306757364357	0.129532690460451
Mp1g00610		0.481264740473567	-2.24358159517028	2.82481895505312	-0.79423907544832	0.427056264312437	0.629075092557407
Mp1g00620		632.487025847238	-0.570014472558082	0.114691894236682	-4.96996301571043	6.69656738330331e-07	8.92662877446748e-06
Mp1g00630		76.7271434612182	-0.0958449996707153	0.158661472175777	-0.604084900740939	0.545787197673129	0.730880140495599
Mp1g00640		412.193755126036	-0.192762519166678	0.122619969014222	-1.57203203292541	0.115943122480187	0.258523416888349
Mp1g00650		183.415073469052	0.0167415124248782	0.10817326586222	0.154765711208182	0.877006023939296	0.943420652390717
Mp1g00660		2.03354433800137	-0.473015288443285	1.13647699006858	-0.416211936164887	0.677254926229648	0.829013490108274
Mp1g00680		453.159718114434	-0.317016774848513	0.0858042809166314	-3.69464986434104	0.000220189995312024	0.00154102943488848
Mp1g00690	[MpLIME]: lipid droplets associated protein	1329.51012441812	-0.190415848039851	0.0818383271499742	-2.32673191976298	0.0199795378601487	0.067415053937852
Mp1g00700		246.174594341693	-0.144947610581659	0.252352224152724	-0.574386102869998	0.565706554971455	0.746783140403835
Mp1g00710	[MpCEN1]: centrin	846.203222864797	-0.0055155700804862	0.0741597560711958	-0.0743741669699004	0.940712663632543	0.974608223643548
Mp1g00720		196.466345002734	0.153156857757606	0.0948768523844593	1.61427001326926	0.10646887144136	0.243903298493289
Mp1g00730		93.330826838488	0.0654841436609724	0.154091024605031	0.42497052523872	0.67085816149661	0.824990894420205
Mp1g00740		13.1573471673055	-0.848398499865369	0.573648088628899	-1.47895289234409	0.139152905512641	0.295702327048066
Mp1g00750		7.72325267393186	0.312847475243216	0.769185954719749	0.406725413176846	0.68420967328455	0.833390138229212
Mp1g00760		1.55691587081487	0.574045993181751	1.02530596612	0.559877745912348	0.575562829035868	0.75510060448399
Mp1g00770		267.070459777186	0.0322595059616674	0.161987743345341	0.199147820047678	0.842147115328835	0.923426407805507
Mp1g00800		2.57540374509089	1.10609154652714	0.765509125600326	1.44490968106974	0.148483256680228	0.30912409494004
Mp1g00810		466.761002285133	-0.338228392988249	0.214949820005346	-1.57352256903419	0.115597866641608	0.257977946111687
Mp1g00820		2742.3175049624	-0.331241411527935	0.0626891702035522	-5.28386977291917	1.26483179102979e-07	1.9673313894248e-06
Mp1g00830		1054.04777092092	-0.168117845152617	0.0595952945957737	-2.8209919305364	0.00478754071446123	0.0211577650805431
Mp1g00840		963.959942581528	-0.0302614953607978	0.0595126750625221	-0.508488239337353	0.611110984749055	0.78174858801421
Mp1g00850		1604.42240256448	0.407319013092131	0.0870304141058592	4.68019160056724	2.86606940563478e-06	3.33248266567497e-05
Mp1g00870		0.598926604019586	1.27699842119509	2.97463605081071	0.429295685045926	0.667708056594017	0.822560515715664
Mp1g00880		428.064151054524	-0.16885940056449	0.0986110902546203	-1.71237738198091	0.0868271444972562	0.209976727527321
Mp1g00890		3.80494177700109	0.870041896210134	1.25029387563147	0.695869917598941	0.48651029805055	0.681240803104808
Mp1g00910		541.421124194004	-0.0649270219172503	0.0793891087033253	-0.817832861178485	0.413452631279768	0.616930812023813
Mp1g00920		12450.610060004	-0.133757199318847	0.0936909130696482	-1.42764324667659	0.153394569183518	0.316055271597918
