Gene	Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Mp1g00070		152.670779594456	-0.0158522099702723	0.239658759789434	-0.0661449219890819	0.947262446561038	1
Mp1g00080		3669.15936558154	-0.104816850643489	0.0637188896484969	-1.64498865598111	0.0999721504820488	0.395543104646439
Mp1g00090	[MpATG14]: Autophagy protein	308.266855107986	-0.0358087110439601	0.107502034285648	-0.333097985372178	0.739060320076077	0.940336832278399
Mp1g00100	[MpRRT2]: RG-I rhamnosyltransferases	529.230629910325	-0.0164313497536427	0.093396633509671	-0.175930856779128	0.860348263221632	0.991547655285244
Mp1g00110		205.07220120117	-0.248938509548204	0.129448217398196	-1.92307406429897	0.0544707490009506	0.280711400965368
Mp1g00120		325.705873466298	0.00658336086052355	0.103825790805677	0.0634077603400598	0.949441807830657	1
Mp1g00140		1404.81285702712	-0.0382635183264215	0.0572717693018947	-0.66810435215864	0.504066983929968	0.84185862554696
Mp1g00160		488.279807252572	0.0433029428409355	0.098391910003642	0.440106740882788	0.659859799942683	0.911053189644168
Mp1g00170		194.971151871475	0.072251424124502	0.129818131084482	0.55655880670076	0.577828905093362	0.882193986330631
Mp1g00180		75.646395319771	-1.01562260579596	0.270148996579577	-3.75949057244339	0.000170259693001164	0.00390911172751778
Mp1g00190	[MpCE8.1]: Cell wall related protein	490.036869645168	-0.14532202223956	0.102715568463544	-1.41480035026178	0.157127041398788	0.508645891800833
Mp1g00210	[MpRLK-Pelle_SD-2b]: Receptor-like Kinase (RLK)	701.707180570296	0.0474412740376024	0.112132812652262	0.423081102805507	0.672236089289592	0.914420469200117
Mp1g00220		566.254026838823	0.0854356697358768	0.0792619151164302	1.07789055576537	0.281082600585051	0.667892442309438
Mp1g00230		1366.51314478534	-0.0218578759555182	0.0577642213830297	-0.378398175067234	0.705134823674693	0.925914553357901
Mp1g00240		24.1256824336325	-0.0855312430109362	0.504365913238371	-0.169581727801087	0.865339093499448	0.993692988601225
Mp1g00250		2486.53857465545	0.113717341528043	0.0533251801324418	2.13252615829159	0.0329636164208086	0.208075220107221
Mp1g00270	[MpLOG]: Hormone related protein, cytokinin related protein, cytokinin related protein biosynthesis	285.614018838252	-0.41983252406034	0.159225831277408	-2.63671114600053	0.00837140827792665	0.0813502043836675
Mp1g00280		0.947510403243558	0.0883408291481292	1.6644917581879	0.0530737558258047	0.957673141790196	1
Mp1g00290		129.553213847107	0.145932289800419	0.162637341242469	0.897286494513304	0.369566061219459	0.748523333737845
Mp1g00300		2.70384590611135	-0.88864261417611	1.42060799766169	-0.625536823415615	0.531618788229457	0.859835119265455
Mp1g00310		70.6996129547817	1.58789110446529	0.259050112357791	6.12966769252795	8.80628123943427e-10	9.67621602187267e-08
Mp1g00320	[MpACOS14]: Acyl-CoA synthase, Secondary metabolism enzyme	503.244902683784	-0.0823516750604405	0.104891316299078	-0.785114325628541	0.432386541158349	0.796384358553506
Mp1g00330		93.0471300412202	-0.0306712294560505	0.287752380680374	-0.106588968555291	0.915115070542245	1
Mp1g00340	[MpDRMa]: DOMAINS REARRANGED METHYLASE, DNA (cytosine-5-)-methyltransferase	388.899174728191	-0.140601766642252	0.139770814617642	-1.00594510396811	0.314441977860071	0.699252921798792
Mp1g00360		444.128197668648	-0.120131210324612	0.16341875080115	-0.735112768490013	0.462270818679934	0.815978136619989
Mp1g00370		396.470862078758	0.0112226089395759	0.096471089140245	0.116331317906663	0.907389966004556	1
Mp1g00380		786.562911151956	-0.280154893517913	0.133714958424643	-2.09516494503342	0.0361563322903553	0.220012998268408
Mp1g00390		3.56875445691882	0.401827814742563	0.855270236268265	0.469825556535005	0.638479653920812	0.905684798931918
Mp1g00400		649.623965807154	-0.0332852133913365	0.0752212298168336	-0.442497596388509	0.658129169244282	0.910930483143987
Mp1g00410		101.344909049537	-0.119714135998894	0.221191933994638	-0.54122288203238	0.588353967556989	0.886104981540636
Mp1g00420		453.197682066414	-0.0437566666885088	0.108075965452721	-0.404869542503886	0.685573407498171	0.91897662317396
Mp1g00430		281.126362978653	0.0961230983337251	0.106492579128036	0.902627198259103	0.366723786495641	0.745909296266355
Mp1g00440		410.685503840291	0.130646410933174	0.131316381019634	0.994898046372754	0.319785853148076	0.703610352516914
Mp1g00460		1.88569731672995	1.11454443662693	2.04499065900977	0.545011993925989	0.585745268601281	0.885352032305089
Mp1g00470		3.88188938791505	0.123244899277063	1.52992666955847	0.0805560826733158	0.935794993590725	1
Mp1g00480	[MpFLV3]: flavodiiron proteins	1219.95247556864	-0.216308792488222	0.0875242755816472	-2.47141482806605	0.0134579605048951	0.11245182316502
Mp1g00490	[MpCYP710A16]: Cytochrome P450, Secondary metabolism enzyme, sterol biosynthesis	1124.59227854162	-0.189450542507267	0.127538773143931	-1.48543488256286	0.137428661021382	0.473978223453535
Mp1g00510	[MpLSD]: transcription factor, LSD	131.597126653534	0.018945450120391	0.169358093458432	0.111866222236619	0.910929479204512	1
Mp1g00530	[MpC3H1]: transcription factor, C3H	360.359181726109	0.191341889025404	0.102963775372097	1.85834181326315	0.0631204895726312	0.30572496571026
Mp1g00540		826.012115510126	-0.104249631844026	0.0811145669233451	-1.28521467596005	0.198717276542689	0.573091088311997
Mp1g00550		318.262418329275	-0.115182489484071	0.101721158257128	-1.13233560704172	0.2574933656265	0.64239708780935
Mp1g00560		512.120427986863	0.186574010176761	0.140472563934952	1.32818825933267	0.184115922022458	0.552096535764419
Mp1g00570		900.318402640192	0.0450737497251787	0.0889346449413774	0.506818796599342	0.612281966376579	0.894929473404784
Mp1g00600		81.1716858486209	0.225297882995346	0.290897455321464	0.774492450428534	0.438639630996791	0.800521229519947
Mp1g00610		0.481264740473567	-1.78363740641563	3.00176406558923	-0.594196401663403	0.55238075920985	0.871286483742744
Mp1g00620		632.487025847238	0.0536249164727418	0.121275215740589	0.442175395403519	0.658362289253943	0.910930483143987
Mp1g00630		76.7271434612182	-0.211385283339151	0.196136197089902	-1.07774743507573	0.281146483375933	0.667892442309438
Mp1g00640		412.193755126036	0.116929552570973	0.134284092139281	0.870762505879646	0.383883841462521	0.761550986530041
Mp1g00650		183.415073469052	-0.0785528810635544	0.140995482729741	-0.557130480656063	0.57743828342947	0.882011033064794
Mp1g00660		2.03354433800137	0.834463262780083	1.40844699591641	0.592470476488992	0.553535585023224	0.871332349275048
Mp1g00680		453.159718114434	-0.0717466185165976	0.0978447635759463	-0.733269884810018	0.463393838912657	0.816192707225475
Mp1g00690	[MpLIME]: lipid droplets associated protein	1329.51012441812	-0.119034558607739	0.0859740525187589	-1.38454051100785	0.166193012588158	0.522664717819316
Mp1g00700		246.174594341693	-0.423347963761993	0.251990954280402	-1.6800125423983	0.0929548754472107	0.382073075661088
Mp1g00710	[MpCEN1]: centrin	846.203222864797	-0.0423047573171445	0.0823710835278759	-0.513587481252784	0.607540433896956	0.89306326809755
Mp1g00720		196.466345002734	0.335631975778073	0.121427026524188	2.76406320228237	0.00570864808080539	0.062636329120563
Mp1g00730		93.330826838488	-0.238384488141543	0.198258252970098	-1.20239376959252	0.22921100195862	0.612463582270185
Mp1g00740		13.1573471673055	-0.31312998752468	0.48136402111279	-0.650505592006658	0.515365690796437	0.848816466744536
Mp1g00750		7.72325267393186	-0.567402089158462	0.689087854907999	-0.823410375204213	0.410274664973296	0.781031159293413
Mp1g00760		1.55691587081487	1.06849127065557	1.48908921709822	0.717546845673719	0.473036742029889	0.821219046933483
Mp1g00770		267.070459777186	0.0472683578388004	0.180106188345514	0.262447161160954	0.792976717151947	0.958545613821846
Mp1g00800		2.57540374509089	-1.24376828149708	1.3553705173678	-0.917659241926367	0.358797292190527	0.740160754427636
